Applicant ID,Name,Budget,Primary Skill,Secondary Skill,Project Location,Company,Time Zone,Work Hours,Avablity
136552,Ambrose,7.5 LPA,AWS,Azure,Brazil,OfficeTeam,Eastren Standrad Time,Night Shift-10 pm to 7 am,Part Time
136553,Garry,3 LPA,AWS,GIT,Brazil,OfficeTeam,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136554,Sobers,9 LPA,Docker,Kotlin,Argentina,OfficeTeam,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136555,Ian,9 LPA,Java,React JS,Argentina,OfficeTeam,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136556,Bishop,5 LPA,Python,Angular JS,Argentina,OfficeTeam,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136557,Chris,5 LPA,Angular JS,Ruby,Argentina,Hooper Holmes,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136558,Gayel,4 LPA,"C, C++",Java,Argentina,Hooper Holmes,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136559,Carl,5 LPA,"HTML,CSS",Perl,Argentina,OfficeTeam,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136560,Hooper,2 LPA,Node JS,PHP,Argentina,Hooper Holmes,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136561,Ramnaresh,5 LPA,Perl,SQL,Argentina,OfficeTeam,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136562,Sarwan,6.5 LPA,SQL,CSS,Argentina,OfficeTeam,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136563,Shivnarein,3 LPA,React JS,AWS,Argentina,OfficeTeam,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136564,Chanderpaul,3 LPA,Java,Angular JS,Colombia,Hooper Holmes,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136565,Dwayen,2 LPA,Angular JS,CSS,Colombia,Hooper Holmes,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136566,Bravo,10 LPA,"HTML,CSS",React JS,Colombia,Hooper Holmes,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136567,Darren,15 LPA,"C, C++",AWS,Colombia,OfficeTeam,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136568,Bravo,12 LPA,React JS,HTML,Colombia,OfficeTeam,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136569,Kiron,15 LPA,"HTML,CSS",SQL,Colombia,OfficeTeam,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136570,Pollard,8 LPA,AWS,PHP,Colombia,OfficeTeam,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136571,Steve,8 LPA,"HTML,CSS",SQL,Colombia,OfficeTeam,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136572,Waugh,9 LPA,Java,Angular JS,Colombia,OfficeTeam,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136573,Mark,8.5 LPA,Java,Angular JS,Colombia,OfficeTeam,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136574,Waugh,7.5 LPA,React JS,Java,Colombia,OfficeTeam,Eastren Standrad Time,Night Shift-10 pm to 7 am,Part Time
136575,Grant,8 LPA,PHP,CSS,Colombia,Hooper Holmes,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136576,Jones,9 LPA,Java,HTML,Alberta,Hooper Holmes,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136577,Andy,10 LPA,"HTML,CSS",PHP,British Colombia,OfficeTeam,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136578,Flower,12 LPA,Java,HTML,Alberta,OfficeTeam,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136579,Ian,13 LPA,"HTML,CSS",SQL,British Colombia,OfficeTeam,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136580,Chappel,8 LPA,Java,React JS,Alberta,OfficeTeam,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136581,Matthew,12 LPA,Python,Angular JS,Alberta,OfficeTeam,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136582,Hayden,13 LPA,Angular JS,Ruby,Alberta,OfficeTeam,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136583,Adam,8 LPA,"C, C++",Java,British  Colombia,OfficeTeam,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136584,Gilchrist,9 LPA,"HTML,CSS",SQL,British Colombia,OfficeTeam,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136585,Glenn,8 LPA,Node JS,PHP,Alberta,OfficeTeam,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136586,McGrath,6.5 LPA,PHP,Perl,Alberta,Hooper Holmes,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136587,Jason,9 LPA,SQL,CSS,Alberta,OfficeTeam,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136588,Gillesspie,10 LPA,React JS,Java,Alberta,Hooper Holmes,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136589,Brett,7.5 LPA,Perl,Angular JS,Alberta,Hooper Holmes,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136590,Lee,8 LPA,AWS,CSS,Alberta,OfficeTeam,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136591,Andy,9 LPA,"HTML,CSS",Perl,British Colombia,OfficeTeam,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136592,Bichel,8 LPA,"C, C++",Angular JS,British  Colombia,OfficeTeam,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136593,Michael,9 LPA,AWS,HTML,Alberta,OfficeTeam,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136594,Kasporwichz,8 LPA,"HTML,CSS",SQL,British Colombia,OfficeTeam,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136595,Balwinder,9 LPA,"C, C++",AWS,British  Colombia,OfficeTeam,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136596,Sandhu,10 LPA,"HTML,CSS",SQL,British Colombia,Hooper Holmes,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136597,Kapil,11 LPA,Perl,Angular JS,Alberta,Hooper Holmes,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136599,Dev,12 LPA,GIT,Angular JS,Alberta,Hooper Holmes,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136600,Sunil,8 LPA,"HTML,CSS",AWS,British Colombia,OfficeTeam,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136601,Gavaskar,9 LPA,PHP,CSS,Alberta,OfficeTeam,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136602,Kriss,8 LPA,Java,HTML,Alberta,OfficeTeam,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136603,Srikanth,9 LPA,"HTML,CSS",PHP,British Colombia,OfficeTeam,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136604,Danny,8 LPA,Java,HTML,Alberta,OfficeTeam,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136605,Morrison,9 LPA,"HTML,CSS",SQL,British Colombia,OfficeTeam,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136606,Martin,8 LPA,"HTML,CSS",Perl,British Colombia,OfficeTeam,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136607,Crowe,9 LPA,GIT,CSS,Alberta,OfficeTeam,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136608,Joel,9 LPA,Perl,GIT,Alberta,OfficeTeam,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136609,Garner,8 LPA,AWS,Azure,Alberta,Hooper Holmes,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136610,Gordon,7.5 LPA,AWS,GIT,Alberta,Hooper Holmes,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136611,Grinidge,3 LPA,Docker,Kotlin,Alberta,Hooper Holmes,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136612,Steven,9 LPA,"HTML,CSS",Perl,Peru,OfficeTeam,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136613,Harmission,9 LPA,GIT,CSS,Peru,OfficeTeam,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136614,Marcus,8 LPA,Perl,GIT,Colombia,OfficeTeam,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136615,Terscotick,7.5 LPA,AWS,Azure,Brazil,OfficeTeam,Eastren Standrad Time,Night Shift-10 pm to 7 am,Part Time
136616,Andrew,3 LPA,AWS,GIT,Brazil,Hooper Holmes,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136617,Srtrauss,9 LPA,Docker,Kotlin,Argentina,Hooper Holmes,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136618,Jimmy,9 LPA,Java,React JS,Argentina,Hooper Holmes,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136619,Anderson,5 LPA,Python,Angular JS,Argentina,OfficeTeam,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136620,Stuart,5 LPA,Angular JS,Ruby,Argentina,OfficeTeam,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136621,Board,4 LPA,"C, C++",Java,Argentina,OfficeTeam,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136622,Chris,5 LPA,"HTML,CSS",Perl,Argentina,OfficeTeam,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136623,Board,2 LPA,Node JS,PHP,Argentina,Hooper Holmes,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136624,Darren,5 LPA,Perl,SQL,Argentina,OfficeTeam,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136625,Gough,6.5 LPA,SQL,CSS,Argentina,Hooper Holmes,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136626,Monty,3 LPA,React JS,AWS,Argentina,OfficeTeam,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136627,Panesar,3 LPA,Java,Angular JS,Colombia,OfficeTeam,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136628,Chris,2 LPA,Angular JS,CSS,Colombia,OfficeTeam,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136629,Woaks,10 LPA,"HTML,CSS",React JS,Colombia,OfficeTeam,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136630,Steven,15 LPA,"C, C++",AWS,Colombia,OfficeTeam,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136632,Gerrad,12 LPA,React JS,HTML,Colombia,OfficeTeam,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136633,Wasim,15 LPA,"HTML,CSS",SQL,Colombia,Hooper Holmes,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136634,Akram,8 LPA,AWS,PHP,Colombia,Hooper Holmes,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136635,Waqr,8 LPA,"HTML,CSS",SQL,Colombia,Hooper Holmes,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136636,Younis,9 LPA,Java,Angular JS,Colombia,Hooper Holmes,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136637,Saqlain,8.5 LPA,Java,Angular JS,Colombia,OfficeTeam,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136638,Maustq,7.5 LPA,React JS,Java,Colombia,OfficeTeam,Eastren Standrad Time,Night Shift-10 pm to 7 am,Part Time
136639,Shane,8 LPA,PHP,CSS,Colombia,Hooper Holmes,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136640,Bond,9 LPA,Java,HTML,Alberta,Hooper Holmes,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136641,Shane,10 LPA,"HTML,CSS",PHP,British Colombia,OfficeTeam,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136642,Warne,12 LPA,Java,HTML,Alberta,OfficeTeam,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136643,Paul,13 LPA,"HTML,CSS",SQL,British Colombia,OfficeTeam,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136644,Strang,8 LPA,Java,React JS,Alberta,OfficeTeam,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136645,Shaun,12 LPA,Python,Angular JS,Alberta,Hooper Holmes,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136646,Pollouck,13 LPA,Angular JS,Ruby,Alberta,Hooper Holmes,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136647,Nike,8 LPA,"C, C++",Java,British  Colombia,Hooper Holmes,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136648,Boyje,9 LPA,"HTML,CSS",SQL,British Colombia,Hooper Holmes,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136649,Makhya,8 LPA,Node JS,PHP,Alberta,Hooper Holmes,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136650,Nitini,6.5 LPA,PHP,Perl,Alberta,Hooper Holmes,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136651,Lungi,9 LPA,SQL,CSS,Alberta,Hooper Holmes,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136652,Ngidi,10 LPA,React JS,Java,Alberta,Permian Premier,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136653,Hamilton,7.5 LPA,Perl,Angular JS,Alberta,Hooper Holmes,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136654,Masakadza,8 LPA,AWS,CSS,Alberta,Hooper Holmes,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136655,Tatenda,9 LPA,"HTML,CSS",Perl,British Colombia,Hooper Holmes,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136656,Taibu,8 LPA,"C, C++",Angular JS,British  Colombia,Hooper Holmes,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136657,Heath,9 LPA,AWS,HTML,Alberta,Hooper Holmes,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136658,Streak,8 LPA,"HTML,CSS",SQL,British Colombia,Music and Arts,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136659,Henry,9 LPA,"C, C++",AWS,British  Colombia,Music and Arts,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136660,Olanga,10 LPA,"HTML,CSS",SQL,British Colombia,Music and Arts,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136661,Douglas,11 LPA,Perl,Angular JS,Alberta,Music and Arts,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136662,Hondo,12 LPA,GIT,Angular JS,Alberta,Music and Arts,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136663,Morne,8 LPA,"HTML,CSS",AWS,British Colombia,Music and Arts,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136664,Morkel,9 LPA,PHP,CSS,Alberta,Music and Arts,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136665,Albie,8 LPA,Java,HTML,Alberta,Planned Parenthood Orange County / San Bernardino,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136666,Morkel,9 LPA,"HTML,CSS",PHP,British Colombia,Planned Parenthood Orange County / San Bernardino,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136667,Alvero,8 LPA,Java,HTML,Alberta,Planned Parenthood Orange County / San Bernardino,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136668,Pertersan,9 LPA,"HTML,CSS",SQL,British Colombia,Planned Parenthood Orange County / San Bernardino,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136669,Andrew,8 LPA,"HTML,CSS",Perl,British Colombia,Planned Parenthood Orange County / San Bernardino,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136670,Filntoff,9 LPA,GIT,CSS,Alberta,Planned Parenthood Orange County / San Bernardino,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136671,Yuvraj,9 LPA,Perl,GIT,Alberta,Planned Parenthood Orange County / San Bernardino,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136672,Singh,8 LPA,AWS,Azure,Alberta,Planned Parenthood Orange County / San Bernardino,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136673,Harbhajan,7.5 LPA,AWS,GIT,Alberta,Planned Parenthood Orange County / San Bernardino,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136674,Singh,3 LPA,Docker,Kotlin,Alberta,Planned Parenthood Orange County / San Bernardino,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136675,Amit Kumar,5 LPA,Java,React JS,India,Planned Parenthood Orange County / San Bernardino,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136676,Aniket M,5 LPA,Python,Angular JS,India,Planned Parenthood Orange County / San Bernardino,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136677,Sandeep,4 LPA,Angular JS,Ruby,India,Planned Parenthood Orange County / San Bernardino,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136678,Sandesh,5 LPA,"C, C++",Java,India,Planned Parenthood Orange County / San Bernardino,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136679,Sumant,2 LPA,"HTML,CSS",Perl,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136680,Vijay,5 LPA,Node JS,PHP,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136681,Dilip,6.5 LPA,Perl,SQL,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
136682,Suraj,3 LPA,SQL,CSS,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136683,Ranga,3 LPA,React JS,AWS,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
136684,Rajesh,2 LPA,Java,Angular JS,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136685,Sunil,10 LPA,Angular JS,CSS,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136686,Ankit,15 LPA,"HTML,CSS",React JS,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136689,Varun,12 LPA,"C, C++",AWS,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136690,Aditya,15 LPA,React JS,HTML,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136691,Sourav,8 LPA,"HTML,CSS",SQL,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136692,Sachin,8 LPA,AWS,PHP,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
136693,Rahul,9 LPA,"HTML,CSS",SQL,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136694,Laxman,8.5 LPA,Java,Angular JS,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
136695,Virender,7.5 LPA,Java,Angular JS,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136696,Mahender,8 LPA,React JS,Java,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136697,Ajit,9 LPA,PHP,CSS,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136698,Zaheer,10 LPA,Java,HTML,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
136699,Balaji,12 LPA,"HTML,CSS",PHP,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136700,Anil,13 LPA,Java,HTML,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136701,Javagal,8 LPA,"HTML,CSS",SQL,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136702,Venktesh,12 LPA,Java,React JS,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136703,Debashish,13 LPA,Python,Angular JS,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136704,Naman,8 LPA,Angular JS,Ruby,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
136705,Romesh,9 LPA,"C, C++",Java,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
136706,Ramesh,8 LPA,"HTML,CSS",SQL,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
136707,Chaminda,6.5 LPA,Node JS,PHP,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136708,Marvan,9 LPA,PHP,Perl,India,OfficeTeam,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
136709,Ranatunga,10 LPA,SQL,CSS,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136710,Angelo,7.5 LPA,React JS,Java,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136711,Dilhara,8 LPA,Perl,Angular JS,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136712,Tilkaratene,9 LPA,AWS,CSS,India,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136713,Kaluvithana,8 LPA,"HTML,CSS",Perl,India,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136714,Muthaiaa,9 LPA,"C, C++",Angular JS,India,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136715,Murlitharan,8 LPA,AWS,HTML,India,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Night Shift-10 pm to 7 am,Part Time
136716,Roshan,9 LPA,"HTML,CSS",SQL,India,Accountemps,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136717,Mahanama,10 LPA,"C, C++",AWS,India,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136718,Dharamsena,11 LPA,"HTML,CSS",SQL,India,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136719,Sangakara,12 LPA,Perl,Angular JS,India,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136720,Jayawardene,8 LPA,GIT,Angular JS,India,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136721,Mathews,9 LPA,"HTML,CSS",AWS,India,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136722,Chandana,8 LPA,PHP,CSS,India,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136723,Upul,9 LPA,Java,HTML,India,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136724,Tharanga,8 LPA,"HTML,CSS",PHP,India,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136725,Rajverdhan,9 LPA,Java,HTML,India,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136726,Senanayake,8 LPA,"HTML,CSS",SQL,India,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136727,Brian,9 LPA,"HTML,CSS",Perl,Peru,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136728,Lara,9 LPA,GIT,CSS,Peru,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136729,Curtely ,8 LPA,Perl,GIT,Colombia,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136730,Ambrose,7.5 LPA,AWS,Azure,Brazil,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136731,Garry,3 LPA,AWS,GIT,Brazil,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136732,Sobers,9 LPA,Docker,Kotlin,Argentina,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136733,Ian,9 LPA,Java,React JS,Argentina,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136734,Bishop,5 LPA,Python,Angular JS,Argentina,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136736,Chris,5 LPA,Angular JS,Ruby,Argentina,Kelly Services,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136737,Gayel,4 LPA,"C, C++",Java,Argentina,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136738,Carl,5 LPA,"HTML,CSS",Perl,Argentina,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Night Shift-10 pm to 7 am,Part Time
136739,Hooper,2 LPA,Node JS,PHP,Argentina,Navy Federal Credit Union,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136740,Ramnaresh,5 LPA,Perl,SQL,Argentina,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136741,Sarwan,6.5 LPA,SQL,CSS,Argentina,FL Cancer Specialists,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136742,Shivnarein,3 LPA,React JS,AWS,Argentina,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136744,Chanderpaul,3 LPA,Java,Angular JS,Colombia,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136745,Dwayen,2 LPA,Angular JS,CSS,Colombia,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136746,Bravo,10 LPA,"HTML,CSS",React JS,Colombia,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136747,Darren,15 LPA,"C, C++",AWS,Colombia,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136748,Bravo,12 LPA,React JS,HTML,Colombia,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
